,Id,PID,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Mo Sold,Yr Sold,SalePrice,MS Zoning_Other,MS Zoning_RL,MS Zoning_RM,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Briardale,Neighborhood_Brook Side,Neighborhood_Clear Creek,Neighborhood_College Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_Meadow Village,Neighborhood_Mitchel,Neighborhood_North Ames,Neighborhood_North Ridge Heights,Neighborhood_North West Ames,Neighborhood_Northpark Villa,Neighborhood_Northridge,Neighborhood_Old Town,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Sawyer West,Neighborhood_Somer Street,Neighborhood_Stone Brook,Neighborhood_Timberland,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_Other,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2Story,House Style_Other,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Other,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Other,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_None,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_None,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Paved Drive_P,Paved Drive_Y,Sale Type_New,Sale Type_Other,Sale Type_WD 
10,1044,527451290,160,1680,6,5,1971,1971,232.0,3,3,3,3,0,387.0,0.0,96.0,483.0,3,1,483,504,987,0.0,0.0,1,1,2,1,3,4,0,1971.0,1.0,264.0,0,0,0,0,7,2008,85400,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11,2752,906380150,20,7488,7,5,2005,2005,0.0,4,3,4,3,2,393.0,0.0,815.0,1208.0,5,1,1208,0,1208,0.0,0.0,2,0,2,1,4,6,0,2005.0,2.0,632.0,105,58,0,0,2,2006,183600,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
12,807,906226060,70,26400,5,7,1880,2007,0.0,4,3,3,3,0,0.0,0.0,0.0,0.0,5,1,1288,728,2016,0.0,0.0,1,0,4,1,3,7,1,1900.0,2.0,576.0,0,0,0,0,6,2009,131000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
13,1177,533236070,160,2645,8,5,1999,2000,456.0,4,3,4,3,0,813.0,0.0,147.0,960.0,5,1,962,645,1607,1.0,0.0,2,1,3,1,4,7,0,2000.0,2.0,480.0,169,0,0,0,12,2008,200000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
14,1480,907418040,20,9627,7,5,2007,2007,0.0,4,3,4,3,2,24.0,0.0,1327.0,1351.0,5,1,1361,0,1361,0.0,0.0,2,0,3,1,4,6,0,2007.0,2.0,610.0,0,50,0,0,6,2008,193000,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
15,324,923202105,20,10114,5,5,2004,2005,0.0,3,3,5,3,2,0.0,0.0,1430.0,1430.0,5,1,1430,0,1430,0.0,0.0,2,0,3,1,4,7,0,2004.0,2.0,624.0,0,0,0,0,3,2010,173500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16,1311,902301140,70,4571,5,5,1916,1950,0.0,3,3,3,3,0,0.0,0.0,624.0,624.0,2,0,624,720,1344,0.0,0.0,1,0,4,1,3,7,0,1916.0,3.0,513.0,0,0,96,0,5,2008,98000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
17,770,905101490,20,8816,5,6,1963,1963,0.0,3,3,3,3,0,651.0,0.0,470.0,1121.0,3,1,1121,0,1121,1.0,0.0,1,0,3,1,3,5,0,1963.0,2.0,480.0,0,80,0,0,6,2009,139000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
18,2063,905107140,20,8197,6,5,1977,1977,148.0,3,3,3,3,0,0.0,0.0,660.0,660.0,5,1,1285,0,1285,0.0,0.0,1,1,3,1,3,7,1,1977.0,2.0,528.0,138,0,0,0,4,2007,143500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
19,69,528458070,60,8640,7,5,2009,2009,0.0,3,3,4,3,1,24.0,0.0,732.0,756.0,5,1,764,783,1547,0.0,0.0,2,1,3,1,4,7,0,2009.0,2.0,614.0,169,45,0,0,6,2010,215200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
20,2062,905106150,20,8724,5,5,1968,1968,0.0,3,3,4,3,0,492.0,0.0,402.0,894.0,4,1,894,0,894,0.0,0.0,1,0,3,1,3,5,1,1968.0,2.0,450.0,0,0,0,0,5,2007,129000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
21,351,527131030,120,5664,8,5,2000,2000,0.0,4,3,4,3,0,1158.0,0.0,343.0,1501.0,5,1,1659,0,1659,1.0,0.0,2,0,2,1,5,5,1,2000.0,2.0,499.0,212,59,0,0,10,2009,278000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22,2393,528142010,60,12867,8,5,2005,2006,0.0,4,3,5,3,2,0.0,0.0,1209.0,1209.0,5,1,1209,1044,2253,0.0,0.0,2,1,3,1,5,8,1,2005.0,2.0,575.0,243,142,0,0,7,2006,344133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
23,12,527165230,20,7980,6,7,1992,2007,0.0,3,4,4,3,0,935.0,0.0,233.0,1168.0,5,1,1187,0,1187,1.0,0.0,2,0,3,1,3,6,0,1992.0,2.0,420.0,483,21,0,0,3,2010,185000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
24,2339,527250040,190,34650,5,5,1955,1955,0.0,3,3,3,3,1,1056.0,0.0,0.0,1056.0,3,0,1056,0,1056,1.0,0.0,1,0,3,1,3,5,0,1955.0,2.0,572.0,264,0,0,0,1,2006,145000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
25,624,535104120,20,10573,6,6,1961,1961,3.0,3,3,3,3,0,1312.0,0.0,141.0,1453.0,5,1,1453,0,1453,1.0,0.0,2,0,3,1,3,6,1,1961.0,2.0,530.0,0,49,0,288,4,2009,187500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
26,86,532376160,20,8450,5,8,1965,2009,0.0,3,4,3,3,0,553.0,117.0,224.0,894.0,5,1,894,0,894,1.0,0.0,1,0,3,1,3,5,1,1973.0,1.0,336.0,416,144,0,0,4,2010,138500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
27,1534,909277040,50,11700,5,6,1937,1995,0.0,3,3,3,3,0,606.0,0.0,336.0,942.0,5,1,1265,673,1938,0.0,0.0,2,0,4,1,4,7,1,1937.0,1.0,240.0,0,40,0,0,7,2008,198000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
28,2243,911103060,190,8250,5,6,1895,2006,0.0,3,4,3,3,0,0.0,0.0,957.0,957.0,2,0,1034,957,1991,0.0,0.0,2,0,4,2,3,9,0,1895.0,0.0,0.0,0,0,133,0,6,2007,119600,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
29,1957,535450190,50,8064,5,7,1949,2006,0.0,3,4,3,3,1,0.0,0.0,672.0,672.0,5,1,672,252,924,0.0,0.0,1,0,3,1,3,6,1,2003.0,2.0,576.0,0,0,0,0,7,2007,122900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
30,380,527355150,20,9600,8,5,1981,1981,0.0,4,3,4,3,0,1104.0,0.0,1420.0,2524.0,3,1,2524,0,2524,1.0,0.0,2,1,4,1,4,9,1,1981.0,2.0,542.0,474,120,0,0,7,2009,278000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
